frequency_hz,rocof_hz_s,voltage_pu,total_demand_mw,total_gen_mw,net_power_deficit_mw,line_loading_pct,solar_gen_mw,wind_gen_mw,battery_soc_pct,ev_load_mw,industrial_load_mw,datacenter_load_mw,hospital_load_mw,fault_type,blackout_risk_pct,highest_risk_sector,recommended_prevention
49.878,-0.2792,0.9991,116.48,100.48,16.0,83.67,19.88,15.61,44.7,22.04,30.07,10.46,8.0,EV_SURGE,16.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.869,-0.2022,0.995,112.43,100.7,11.73,80.24,21.7,14.0,45.2,7.01,41.8,10.03,8.0,INDUSTRIAL_INRUSH,14.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.254,0.5209,1.0105,100.32,120.0,-19.68,72.13,35.0,20.0,62.7,7.09,31.2,10.76,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.972,-0.035,1.0045,114.75,114.21,0.54,82.57,33.56,15.65,46.7,22.4,29.27,9.55,8.0,EV_SURGE,11.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.919,-0.1674,0.9966,117.86,106.13,11.73,85.18,30.4,10.73,45.1,25.81,28.65,10.58,8.0,EV_SURGE,19.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.975,-0.0548,1.0009,101.91,97.87,4.04,72.99,13.19,19.68,75.5,7.33,31.13,10.83,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.058,0.1162,1.004,112.0,117.26,-5.25,80.71,34.37,17.89,44.6,6.89,41.84,9.99,8.0,INDUSTRIAL_INRUSH,8.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.965,-0.0592,0.9969,120.98,119.97,1.01,87.43,34.99,19.98,52.4,28.08,29.99,9.91,8.0,EV_SURGE,20.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.62,-0.404,0.9884,112.55,82.63,29.92,81.64,1.54,16.09,50.3,6.38,28.86,23.62,8.0,DATACENTER_SPIKE,29.2,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.922,-0.1745,0.9952,99.19,87.78,11.4,71.17,4.68,18.11,43.7,7.01,29.03,10.51,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.775,-0.3758,0.9918,111.01,84.11,26.9,79.68,2.42,16.69,56.4,7.0,30.34,21.51,8.0,DATACENTER_SPIKE,19.2,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.831,-0.2124,0.9979,117.41,99.36,18.05,84.36,15.74,18.62,81.5,25.16,29.11,10.26,8.0,EV_SURGE,20.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.198,0.3122,1.0065,101.09,117.6,-16.51,72.36,34.45,18.16,58.1,7.43,29.71,10.34,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.997,0.0008,1.0015,101.82,101.84,-0.01,71.69,26.33,10.51,42.7,7.73,30.34,10.7,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.94,-0.0823,0.9945,99.83,98.25,1.59,70.98,13.73,19.51,41.3,7.13,30.04,9.99,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.842,-0.302,0.9972,101.24,82.77,18.47,71.35,5.66,12.11,83.9,7.12,29.97,10.55,8.0,SOLAR_DROP,7.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.525,-0.6465,0.9835,100.24,85.09,15.15,71.42,3.01,17.09,32.9,7.49,29.78,9.78,8.0,BESS_OUTAGE,51.1,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.873,-0.1966,0.9953,110.1,93.67,16.44,78.52,8.87,19.79,79.9,7.43,28.26,22.64,8.0,DATACENTER_SPIKE,12.1,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.895,-0.1919,0.9981,112.14,100.25,11.89,81.51,18.53,16.72,63.4,20.68,29.01,10.0,8.0,EV_SURGE,13.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.047,0.0565,0.9947,98.63,100.9,-2.27,70.06,23.29,12.61,72.1,6.89,29.9,9.65,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.879,-0.2283,0.9973,120.73,107.45,13.27,86.97,31.09,11.36,82.6,28.4,29.77,10.63,8.0,EV_SURGE,22.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.908,-0.1425,0.9964,99.94,89.33,10.61,71.49,16.19,8.14,45.0,6.83,29.71,9.97,8.0,WIND_STALL,5.3,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.233,0.3227,1.0106,100.53,118.95,-18.42,70.6,34.77,19.18,42.3,6.67,30.55,9.78,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.059,0.0817,1.0015,98.95,100.84,-1.9,70.69,22.92,12.92,85.0,7.21,28.83,10.43,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.253,0.419,1.0101,99.91,119.96,-20.05,71.03,34.99,19.97,68.4,6.76,30.88,9.82,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.829,-0.3196,0.9974,116.18,95.41,20.76,83.34,10.42,19.99,71.4,7.15,45.69,9.51,8.0,INDUSTRIAL_INRUSH,19.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.211,0.3772,1.0054,99.38,113.3,-13.92,70.24,33.29,15.01,60.9,7.09,30.6,9.7,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.962,-0.0382,0.9973,102.75,100.2,2.55,73.37,18.27,16.93,58.7,7.41,31.74,10.05,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.8,-0.309,0.9967,124.58,104.38,20.2,90.27,29.24,10.13,55.8,28.89,31.65,10.18,8.0,EV_SURGE,30.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.637,-0.7443,0.9884,115.89,85.02,30.87,83.05,2.97,17.06,65.7,7.28,45.52,9.93,8.0,INDUSTRIAL_INRUSH,30.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.836,-0.2881,0.9907,110.74,88.6,22.14,80.25,5.2,18.39,66.0,6.72,42.05,10.25,8.0,INDUSTRIAL_INRUSH,18.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.793,-0.3941,0.9994,99.31,72.27,27.04,70.88,0.59,6.68,56.1,7.08,29.3,9.73,8.0,WIND_STALL,7.3,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.087,0.0934,1.0046,113.62,119.54,-5.92,81.81,34.9,19.64,61.2,6.8,41.69,10.48,8.0,INDUSTRIAL_INRUSH,9.5,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.91,-0.0801,0.9973,116.4,109.74,6.66,83.49,32.08,12.66,80.1,6.97,47.06,9.91,8.0,INDUSTRIAL_INRUSH,16.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.92,-0.1253,0.9935,100.6,91.9,8.7,72.15,9.36,17.55,42.3,7.15,29.17,10.55,8.0,SOLAR_DROP,6.7,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.114,0.1576,1.0024,98.66,108.17,-9.52,70.06,34.92,8.26,76.1,6.65,29.0,10.06,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.972,-0.071,0.9944,106.96,101.13,5.83,76.56,24.45,11.68,81.5,6.76,28.94,19.88,8.0,DATACENTER_SPIKE,6.7,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.023,0.0591,1.0017,98.37,101.7,-3.33,70.07,26.05,10.65,74.5,7.5,28.51,10.28,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.261,0.4544,1.0084,98.61,119.33,-20.72,70.39,34.85,19.48,64.8,7.28,29.9,9.07,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.995,0.0172,1.0042,101.23,101.54,-0.31,72.02,25.69,10.85,43.7,7.23,29.02,10.66,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.027,0.0509,0.999,100.64,101.52,-0.88,71.93,16.8,19.72,70.6,6.79,30.34,10.37,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.256,0.3224,1.0057,98.5,118.64,-20.14,69.09,34.69,18.94,57.6,7.3,28.76,10.07,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.563,-0.7017,0.9917,121.42,86.74,34.68,88.56,4.02,17.72,81.1,27.04,29.66,10.29,8.0,EV_SURGE,38.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.849,-0.2959,0.9982,99.84,82.64,17.2,71.43,0.53,17.11,63.0,7.2,30.29,9.65,8.0,SOLAR_DROP,6.1,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.046,0.1037,1.0036,110.69,116.52,-5.83,79.68,34.18,17.34,44.1,7.5,29.78,19.62,8.0,DATACENTER_SPIKE,6.6,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.92,-0.147,0.9982,99.86,87.77,12.09,71.75,11.32,11.45,61.2,7.16,28.89,10.41,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.871,-0.2084,0.9943,98.53,82.88,15.65,70.21,1.69,16.19,63.3,7.25,30.01,9.88,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.836,-0.1771,1.001,114.71,98.87,15.84,82.31,14.75,19.11,50.6,21.94,29.67,10.52,8.0,EV_SURGE,15.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.022,0.027,0.9972,100.53,101.03,-0.5,72.54,24.01,12.02,43.0,7.45,28.99,9.58,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.035,0.0532,1.0016,117.99,120.0,-2.01,84.99,35.0,20.0,64.3,27.53,28.31,9.63,8.0,EV_SURGE,14.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.062,0.121,1.0026,111.57,113.31,-1.74,80.59,33.29,15.01,68.7,6.83,29.64,22.26,8.0,DATACENTER_SPIKE,7.8,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.883,-0.198,1.003,99.75,86.25,13.5,71.94,8.77,12.48,56.7,7.03,29.27,9.6,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.827,-0.3501,0.9963,120.56,98.27,22.28,86.52,13.78,19.5,54.3,26.22,31.32,10.87,8.0,EV_SURGE,24.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.87,-0.2454,0.9935,101.38,84.02,17.36,72.09,6.89,12.13,84.5,7.88,31.12,9.62,8.0,SOLAR_DROP,8.4,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.887,-0.1631,0.9951,100.73,85.86,14.87,71.34,2.15,18.71,42.6,6.95,31.84,9.79,8.0,SOLAR_DROP,6.8,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.928,-0.1053,0.9967,110.25,100.57,9.68,79.32,20.57,15.01,44.1,7.13,40.72,10.22,8.0,INDUSTRIAL_INRUSH,10.5,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.026,0.0287,1.0005,119.12,119.55,-0.43,85.43,34.9,19.65,40.0,7.63,47.25,9.92,8.0,INDUSTRIAL_INRUSH,14.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.934,-0.1714,1.0004,118.48,108.36,10.12,85.31,31.51,11.85,83.7,26.31,29.61,9.86,8.0,EV_SURGE,16.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.809,-0.2833,0.9957,99.96,82.3,17.66,71.16,1.34,15.95,66.5,7.04,29.46,9.99,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.923,-0.1887,0.9973,99.52,87.6,11.92,71.06,3.13,19.47,52.2,6.63,28.4,10.11,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.087,0.0862,1.0014,115.5,119.61,-4.11,82.33,34.91,19.7,79.3,25.27,27.93,9.3,8.0,EV_SURGE,10.3,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.056,0.0805,1.0008,98.67,103.65,-4.98,70.23,28.63,10.02,76.7,6.8,28.92,10.14,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.054,0.0686,1.004,117.24,118.36,-1.12,84.3,34.63,18.73,49.3,22.75,30.52,9.69,8.0,EV_SURGE,13.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.939,-0.0522,1.0,99.86,94.92,4.94,71.8,9.96,19.96,51.0,7.46,30.75,10.35,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.106,0.1848,1.0026,111.91,119.47,-7.56,80.83,34.88,19.59,60.1,7.28,41.89,9.53,8.0,INDUSTRIAL_INRUSH,8.2,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.908,-0.1186,0.9971,100.22,88.44,11.78,71.89,5.61,17.84,46.2,7.27,30.29,9.98,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.703,-0.6475,0.9927,111.74,82.07,29.67,80.17,1.21,15.86,55.0,7.02,41.51,10.23,8.0,INDUSTRIAL_INRUSH,21.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.952,-0.1002,0.9974,102.51,100.81,1.7,73.22,22.7,13.12,24.3,7.28,32.13,10.57,8.0,BESS_OUTAGE,28.2,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.067,0.1449,1.0074,102.25,107.75,-5.5,73.3,31.23,11.52,72.6,6.85,30.74,10.49,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.987,0.0554,0.9992,109.78,112.02,-2.24,79.25,32.89,14.13,71.0,7.54,38.79,10.48,8.0,INDUSTRIAL_INRUSH,6.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.163,0.2652,1.006,101.36,115.02,-13.66,72.62,33.78,16.23,55.3,7.47,29.83,10.49,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.946,-0.0854,0.997,99.14,90.53,8.61,70.33,8.8,16.74,65.3,6.97,29.68,9.6,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.882,-0.1999,0.9936,116.53,99.56,16.98,83.91,16.2,18.35,46.9,25.91,28.85,9.72,8.0,EV_SURGE,20.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.967,-0.049,1.0023,121.01,119.94,1.07,87.21,34.99,19.95,71.0,26.78,29.26,10.2,8.0,EV_SURGE,18.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.188,0.2374,1.0021,98.98,111.85,-12.87,70.17,32.83,14.02,73.6,7.9,29.46,10.07,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.901,-0.1683,1.003,98.16,86.4,11.76,69.68,3.81,17.59,78.7,6.76,28.2,10.07,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.846,-0.2153,0.9916,118.52,100.55,17.96,85.5,20.41,15.14,42.1,28.19,29.33,10.2,8.0,EV_SURGE,25.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.899,-0.2231,0.9969,120.36,106.88,13.48,87.11,30.8,11.07,76.4,7.12,47.79,10.19,8.0,INDUSTRIAL_INRUSH,22.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.046,0.1471,1.0017,101.15,106.78,-5.63,72.76,30.75,11.03,45.0,7.15,31.48,9.69,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.177,0.2284,1.0077,101.09,114.85,-13.76,72.14,33.74,16.11,59.4,7.06,31.21,9.99,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.181,0.2604,1.0037,98.67,111.49,-12.82,70.2,32.71,13.78,56.4,6.8,30.35,9.12,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.81,-0.3418,0.9969,119.33,99.73,19.6,86.21,16.66,18.07,42.5,28.4,28.48,9.6,8.0,EV_SURGE,24.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.265,0.4982,1.0085,99.49,107.49,-8.01,70.58,31.11,11.38,24.3,6.63,29.38,10.12,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.855,-0.1374,0.9923,114.98,100.81,14.18,82.69,22.65,13.16,59.3,7.13,42.84,10.46,8.0,INDUSTRIAL_INRUSH,20.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.052,0.0835,1.0006,99.36,103.99,-4.63,70.54,32.43,6.56,41.5,7.44,28.34,10.75,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.966,-0.0997,1.0,112.93,105.84,7.09,80.74,30.23,10.61,66.3,22.54,28.37,9.96,8.0,EV_SURGE,9.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.889,-0.1357,1.0023,98.0,88.4,9.6,70.27,8.58,14.83,75.0,6.04,29.1,9.89,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.055,0.1193,1.0067,98.71,103.45,-4.75,70.43,31.48,6.97,52.8,7.23,30.06,9.7,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.885,-0.254,0.9986,101.31,86.72,14.6,71.5,4.0,17.71,48.7,7.16,29.97,10.36,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.984,-0.1195,0.9987,97.71,90.33,7.38,70.89,14.8,10.53,68.6,7.03,29.21,10.31,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.928,-0.1202,0.9971,109.05,99.77,9.28,77.97,16.77,18.0,84.0,7.81,30.89,17.97,8.0,DATACENTER_SPIKE,8.4,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.107,0.1247,0.9997,99.59,106.17,-6.58,70.21,32.98,8.19,71.6,7.19,29.1,10.5,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.905,-0.1601,0.9987,100.75,88.37,12.38,71.54,3.44,19.93,56.1,6.71,30.97,9.52,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.938,-0.0536,1.0024,97.84,96.48,1.36,69.65,11.51,19.97,35.1,6.9,28.61,10.21,8.0,BESS_OUTAGE,27.1,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.774,-0.4158,0.9897,115.15,88.57,26.58,83.43,5.19,18.38,51.2,7.16,44.67,9.4,8.0,INDUSTRIAL_INRUSH,25.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.61,0.8412,1.0233,100.07,118.74,-18.67,72.07,34.72,19.02,22.2,6.97,29.73,10.29,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.912,-0.0887,1.0035,115.53,108.49,7.04,83.5,31.56,11.92,81.3,22.1,30.47,10.3,8.0,EV_SURGE,14.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.1,0.2032,1.0041,102.26,109.93,-7.66,74.03,32.15,12.78,81.2,6.68,30.87,10.68,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.945,-0.1766,1.0004,117.28,106.61,10.66,84.37,30.66,10.95,46.4,7.25,44.72,10.44,8.0,INDUSTRIAL_INRUSH,15.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.205,0.3713,1.0066,101.23,118.64,-17.42,72.04,34.69,18.95,74.0,6.99,31.03,10.43,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.875,-0.2485,0.9935,98.65,80.64,18.01,70.36,0.13,15.51,77.6,7.13,28.29,10.09,8.0,SOLAR_DROP,8.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.869,-0.1883,0.9944,113.85,96.01,17.84,82.24,11.02,20.0,80.1,6.7,43.28,10.17,8.0,INDUSTRIAL_INRUSH,18.0,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.879,-0.2449,0.9946,114.61,100.41,14.21,81.94,19.35,16.05,50.7,7.08,46.37,9.71,8.0,INDUSTRIAL_INRUSH,17.1,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.822,-0.2986,1.0018,112.19,87.37,24.82,79.74,4.41,17.96,41.1,6.96,30.49,21.85,8.0,DATACENTER_SPIKE,12.6,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.069,0.0565,0.9971,101.86,104.18,-2.32,72.15,29.09,10.09,58.3,7.41,31.22,10.61,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.194,0.2793,1.0029,100.28,114.01,-13.73,72.13,33.5,15.51,83.6,6.7,29.08,10.43,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.867,-0.1868,0.9951,116.96,100.67,16.29,83.99,21.42,14.25,84.6,24.12,30.44,10.29,8.0,EV_SURGE,20.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.482,-0.7051,0.9874,121.9,85.49,36.41,87.79,3.25,17.24,55.4,27.27,32.15,9.86,8.0,EV_SURGE,43.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.922,-0.1088,0.9964,98.44,91.41,7.02,70.48,6.41,20.0,69.8,6.85,29.6,9.73,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.88,-0.2175,1.0001,116.32,102.99,13.33,83.86,27.97,10.02,41.7,21.38,30.83,9.93,8.0,EV_SURGE,16.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.939,-0.0877,0.9991,113.16,107.3,5.87,81.82,31.02,11.28,69.2,7.01,43.55,10.31,8.0,INDUSTRIAL_INRUSH,12.2,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.859,-0.2066,0.996,116.42,99.0,17.42,83.67,15.01,19.0,48.7,23.14,30.59,9.69,8.0,EV_SURGE,19.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.031,0.1001,1.0033,97.39,101.14,-3.75,69.92,24.46,11.67,51.8,7.06,27.09,9.85,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.905,-0.0996,0.9972,115.23,105.28,9.95,82.73,29.88,10.4,69.3,6.78,44.98,9.97,8.0,INDUSTRIAL_INRUSH,15.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.842,-0.2512,0.9979,100.16,83.03,17.13,71.22,1.78,16.26,47.7,6.95,30.05,10.35,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.463,0.831,1.0148,99.81,113.67,-13.86,72.37,33.4,15.27,20.9,7.23,29.97,10.07,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.934,-0.0752,0.9962,116.43,111.88,4.55,83.0,32.84,14.04,73.8,22.88,29.05,10.66,8.0,EV_SURGE,15.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.934,-0.162,0.9976,110.17,100.7,9.47,78.8,21.71,13.99,69.2,7.51,40.57,9.93,8.0,INDUSTRIAL_INRUSH,9.1,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.075,0.0949,1.0047,99.2,101.13,-1.93,69.48,24.44,11.69,52.4,7.02,29.68,10.49,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.94,-0.1091,0.9942,122.01,113.41,8.6,88.07,33.32,15.09,57.2,29.06,29.45,10.31,8.0,EV_SURGE,23.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.759,-0.4904,0.9919,101.43,94.25,7.18,73.19,9.37,19.88,23.7,6.59,30.24,10.83,8.0,BESS_OUTAGE,38.1,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.895,-0.1834,1.0014,112.38,100.03,12.35,79.59,17.62,17.42,76.5,19.95,30.2,9.89,8.0,EV_SURGE,9.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.886,-0.2313,0.9968,119.37,106.04,13.33,86.2,30.35,10.7,56.1,26.31,30.65,10.77,8.0,EV_SURGE,21.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.786,-0.298,0.9947,122.17,99.31,22.87,88.76,15.62,18.68,41.9,28.61,30.3,10.37,8.0,EV_SURGE,29.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.094,0.1453,1.0005,99.13,107.81,-8.68,70.28,34.43,8.38,81.6,6.87,30.68,9.41,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
